variable,value
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column45,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,  Xutzin k’a kipoponik
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,  Kixpa’e’ kan chuwi’ Kaqjay
Column46,
Column46,
Column46,
Column46,  Xkäm chi kik’u’x
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,"  “Ütz k’a, katok ajpop chuq’a’,” xecha’ chïk"
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column46,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47," Xk’is kimoloj, kipixab’anik"
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,  Röj k’a xkojok chupam ri juyu’ Kaqjay
Column47,
Column47,
Column47,
Column47,  Xemayon
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,  Ke re’ ri B’ak’ajol xuch’ïj chïk ri’
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column47,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48, K’a ri’ xepe k’a chuwi’ juyu’ Teosankwanku 
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,"  Röj kojch’ako kichin!  Keqach’aka’! Titz’umaj chi kik’u’x!  Chupam ri juyu’ jun xtich’akatäj,  jun man xtich’akatäj ta,” xecha’ k’a"
Column48,
Column48,
Column48,
Column48,"  Ruk’in jub’a’ xtik’amo pe q’aq’,  ruk’in jub’a’ man xtik’amo ta chi kichin"
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48," Po ja ri’ Q’aq’awitz ri nima_ajaw, ri kajpop konojel"
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column48,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,  Xepe k’a konojel
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,"  Töq xkis ri kitzij pa Kaqjay, k’a ri’ xetikïr xe’ik’o konojel"
Column49,
Column49,
Column49,
Column49,"  Jalatäq ok rub’ix q’aq’, rupixk’il q’aq’, k’ïy taq rupixk’il q’aq’ xeqa pe xe’ ri juyu’"
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column49,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,"  Xe’apon aq’anïj chïk k’a chuwi’ jun chïk juyu’, Me’ajaw rub’i’"
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,  Chi ri’ k’a chupam ri juyu’ xtz’umäx wi chi kik’u’x
Column50,
Column50,
Column50,
Column50," E k’o xilon, xek’oje’ winaqi’ xek’at ruma rupixk’il q’aq’,  e k’o man xilon ta chi ke"
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
