Sentence,Sentiment
  Man ja ta ri ajaw presidente,String
  Xuna’ ri ajaw chi man ütz ta nub’än ke re’,String
"  Je alguaciles mayores Pedro Kaqrum, Francisco Ch’okojay",String
  Xe töq xkek’ule’ xq’alajin,String
"  Ja qakuchuj,” xcha’ Juan Aq’ab’al, Agustín, Juan",String
"  Ri ruxe’ ri k’ayewal  ja chi xumöl, xusöl kik’in ri Ch’inta’i’",String
 Man xuk’üt ta chïk ruwäch Gonzalo de Guzmán,String
  Ka’i’  tostones  xya’öx,String
"  Ja k’a Diego Cota Chuy ri xok gobernador Pa Son, pa’äl chi kiwäch ri Tuquche’",String
"  Chi ri q’ij lajuj Aq’ab’al xaläx Gaspar, ruk’ajol q’etzam Joseph",String
 Chupam sábado ri ajaw oidor don Zarfate xok chupam kochoch padres,String
 K’a ri’ xe’oqa ri q’anawinaqi’,String
 Xe sik’in el chuwäch ri ajaw oidor,String
"  Xk’atzin chi rije’ xkik’üt ta ri kicholajem ri tojïk, ri moloxïk pwäq",String
"  Juwinäq wolajuj tostones xkitöj chi kaman, chi kichin konojel",String
"  Don Ambrosio, ri ojer gobernador,  xutöj lajuj tostones",String
  Mani chïk tusacha’ ri tostones ri ajilan richin ri choltoj!  K’ate ta nïm ri ijusticia! Kixrapäx chi kojol ri taq jay! ”  xcha’ kan ri ajaw oidor,String
"  K’a xtoj ri pwäq ronojel xtitane’ ifiadoril,” xcha’ kan ri oidor",String
  Konojel xepe richin ta nqurtisaj ri jay,String
  Nima_aq’a’al xok,String
  Xub’ij apo chi ke: “Xa tib’e’ib’ana’ ipoder chupam icabildos! Ke re’ xcha’ k’a pe ri ajaw fiscal,String
  Junam öj elenäq chuwäch,String
  Ja re’ rajil numak,String
  Xb’e Santiago,String
  Xkik’waj ri ch’a’oj k’a Pan Q’än,String
  Xmaj rochoch chi re ruma ri toj rajowan,String
  Xkisik’ij ri wuj ri nuk’üt ri rumak chwäch ri ajaw fiscal real chupam ri residencia,String
"  Xa ja ri’, man xkajo’ ta",String
  Ja ri cédula nutäq ri achi’a’ pa samaj richin ri rutojik ri patan,String
"  Chupam re juna’ re’ xb’an ri campana, ri nimacampana ruma fray Juan Martín",String
"  “Xirutïj töq xink’äm ruq’u’,” xcha’ ri ixöq",String
  Ja töq xinlöq’ ka’i’ nukej,String
"  Ke re’ xmalewachin, xmoyïr ruwäch q’ij",String
"  Töq xsach, xa xek’oje’ ri taq ch’umil chi kaj",String
"  Ri ajochoch, ri chajinela’ richin ri caja de comunidad xe’oyewär",String
 Xeb’e ri taq jay,String
  K’a ri’ xpe jun padre aj San Antonio Palopo’,String
"  Pa runimaq’ij ri rexaltación santa cruz, xapon chïk ri alcalde mayor",String
  Pa ri misa xtikïr nuxa’ kik’,String
 Nïm rupoqonal nuk’u’x,String
  Ri kite’ Catalina Nimapam rub’i’,String
 Ka’i’ juna’ ruwaq may chrij ri yujuj chi Iximche’ xel chi ri q’ij waqxaqi’ Aj,String
  Xcha’ jun ruk’exel richin ri ralcalde’il,String
  Xe xapon kicarta wuk’in,String
"  K’a ri’ xuchäp ri rala’s ri San Melchior, xuxukub’a’ chwäch ri rachib’al ri Q’opoj",String
 Manjun ruchojmil rujusticia,String
  Xpe Castilla,String
  Ja k’a ri juna’ 1602,String
"  Ri gobernador don Ambrosio käq ruwäch chwij,  royowal chwe",String
  Ja ri juna’ 1603,String
" Totomay, Xurkaj kib’i’ ri winaqi’ ri xeme’alan, xek’ajolan Kaweqi’",String
  “Chuqajib’al q’ij xojpe wi Pa Tulan; ch’aqa palow k’a xk’oje’ wi ri Tulan,String
"  Xa k’a ruyon xit, raxab’äj, pwäq, ruxik’ q’uq’, ruxik’ raxon, ruxik’ k’ub’ul, ruxik’ chaktit, ruk’in k’a tz’ib’anïk, k’otonïk, kiyanïk, kem; xul, b’ix; cholq’ij, mayq’ij; pe’q, kakaw",String
" Ke re' xya'öx pe ri che' ab'äj chi qichin, xecha' ri nab'ey qatata', qamama', ri Q'aq'awitz, ri Saktekaw",String
"  Xcha’ k'a pe ri qate', qatata';  xojpixab'äx pe: Jïx k'a, ïx nume'al, ïx nuk'ajol!  Xtinya' el iq'inomal, iwajawarem",String
  Xk’is yan pe ronojel ri’,String
"  Jujun tiwejqaj!” xojuche’ëx pe, xecha’",String
"  Chi ri’ k’a tib’e’itija’ wi ich’a’, ipokob’ ri xinya’ el chiwe lamyër!  Jïx k’a, ïx nuk’ajol,” xojuche’ëx k’a pe töq xojpe Pa Tulan",String
 Xa wi xcha’ chïk: “Ïn ilab’,String
"  Chi ri’ xojk’uk’umaj wi el, xqelesaj el qak’uk’um, xojweqo wi el, xqelesaj el ri qachkayupil, qach’a’, qapokob’,  ïx qak’ajol",String
" Xa ïn achaq’, animal, xa ïn tzeqleb’eyol kichin B’akaj Poq, B’akaj Xajil",String
"  Stape ke re’, rija’ xe jun, man k’ïy ta,” xcha’",String
  Ja rije’ xkik’üt chi qawäch,String
  Xojyaloj chi ri’,String
" Xk’oje’ jun ajaw rokesam, rukusan jun orb’altzam, jun richinaj tzamaj;  rija’ rub’i’ Sinpwal Taxuch",String
  Xb’etz’eto kichin,String
  Ke re’ k’a xub’ina’aj wi kan re juyu’ re’ Tunakotz’i’j ri’,String
  K’a ri’ xkir k’a kejqa’n,String
  Xtzaq qa pa siwan,String
  K’a ri’ man xpe ta el ri q’aq’,String
  Ke re’ k’a rub’ini’an wi Sesïk Inup,String
"  Xkiya’ wi ri’, joye’ kiwäch, jok kiwäch",String
 Man xetikïr ta rukamisaxik ri Tolk’om,String
  Yixuche’ëx - “Xa chi ri’ nib’än wi,String
  Xkib’ixaj jun b’ix,String
"  Ri ketab’al, ri kinawal ri ruti’ojil, rub’aqil ri Tolk’om xe’el pe,  chi la pa B’elej Tulül, pa Chi Tulül xe’el wi pe",String
"   Ch’aqa achoy rat, ch’aqa k’a aq’usq’um, amunil, awoqoq, apatix, atap, akar; ch’aqa’ k’a ach’upup, arax_aj",String
"  Xweqon, xukusaj rutzyaqb’al richin lab’al, richin ch’a’oj",String
" Pan Tzik, Pa Raxone’, Sinajijay, Pa Sib’aqul, Pa Kaweq Kejil kib’i’ ri juyu’ akuchi’ xe wi pe",String
"   K’a ri’ xk’is rokem chi rajawarem chi kiwäch, xokesäx kuma rujay, ruchinamit,  xecha’ imama’, ïx nuk’ajol",String
  Xa xe’ k’a xqasëq ruxe’ qach’ame’y,String
  Xajan ri’,String
  Xa k’a chrij xnimär ruwäch rutzuqb’al ri k’axtok’,String
  Xkikusaj b’alb’axin che’,String
"  “Qachunaj rupam re che’ re’, tiqasaqirisaj rupam!” xecha’",String
"  “Ruk’in jub’a’ ja rat ri Saktekaw ri xkäm kan chupam ri siwan Ch’opitzel,” xecha’ chïk qatata’, qamama’, ïx nuk’ajol",String
"  Konojel ri amaq’i’ xkipatanij chuwäch Tepew, xkitöj kipatan chi re",String
  Xkikot ri ajaw Tepew,String
"  Qitzij chi konojel xkixib’ij ki’ ruma kipus, kinawal, kuchuq’a’ ri Ka’i’ No’j, Ka’i’ B’atz’",String
  Xeb’atz’ ruk’in q’anapwäq,String
  Manjun chïk itzel xtiqab’än,String
"  K’a ri’ xekanay, xe’ilöx k’a pa pek",String
  Xtz’aqät kajawarem qamama’ ke re’,String
  Ja re’ kisamaj xkiqalej pe,String
"  Re ajaw re’ Xitan K’atu’ rub’i’, xkäm",String
"  Chrij rukamik, xok ruk’ajol ri Ajuchan Xajil ri xuchäp rajawarem ruloman kewan ki’ ri Ka’i’ No’j, Ka’i’ B’atz’",String
"  Ke re’ kib’i’: Sajkab’ Tinamït, Petz’e’, Utzu’, Pa Q’inoma’, Q’ala’aj, Pusb’äl, Salik’ajol, Nïm Käq Ajpek, Yutq’um Kalla’, Chuwi’ Xilom, Molinxot, Pa Chalïk B’aq, Ch’uti Tinamït",String
  Xe’oqotäx el chi taq’aj,String
  Xrajo’ nub’än lab’al kuk’in ri K’iche’a’,String
" Jujun chi ke ri ajawa’ ri xqatzijoj kan, ri achamaq’ kichin qamama’, man xekowin ta",String
  Jun Toj xk’oje’ chi ri’ Xe Kis Che’,String
"  Chi kiwäch konojel ri ajawa’, ri nima’q winäq, xe’ok chi ajawarem qamama’, Wuqu’ B’atz’, Jun Toj",String
"  Qitzij kik’amo q’aq’al, tepewal",String
"  Ri K’iche’a’ xkajo’ nkiräm ri rub’ey, nkiqupij rupalib’al ri ajaw K’iqab’",String
  Xetzijon pa ewäl kuk’in ri k’ajolaxela’,String
"  Xek’iskäm ri ajpopo’ kuma ri achija’,  kuma ri kajlab’al K’iche’",String
"  Itzel xkib’än ri Tata’ Yak, Aj Itza",String
" Ri oxlajuch’ob’ chi ajlab’al, ke re’ xkib’än  chuqa’",String
  Xb’eruk’ayij ruway chi ri’,String
 Xqup ronojel,String
  Ja rije’ ri kaji’ chi ajawa’ chi qichin,String
"  Ütz ta  ik’amon pe iwachinaq, rïx Ajpo Sotz’il, Ajpo Xajil",String
"  Xek’oje’ K’iche’a’ pa Xe Chi B’ojo’y, Xe Chi Tuj,  chuqa’ Chaqi’j Ya’, Pa Xiwanul",String
"  Rije’ xekitöj kipatan chi ke ri qamama’ Jun Toj, Wuqu’ B’atz’",String
  Chopena’ Tz’ikin Uk’a’ rub’i’ ri rukaj,String
  K’ïy chïk nima’q lab’al xkib’än,String
 Ja ri tew xkamisan awän,String
"  Manäq xe juchu’y, kachu’y xepe",String
  “Kab’ij apo xtib’an kamïk,String
"  Chi ri’ xkik’ulela’aj k’a kik’ulel ri aj Tib’ak’oy, aj Raxaqän",String
  Ri man xetzaq ta xeqa chïk pe xe’ juyu’,String
  Man kuqül ta kik’u’x xe runaqajal,String
"  Stape ke re’ qitzij xel pe ri ajaw, chi Salik’ajol xel wi",String
 Xrïl ri ajaw,String
  Xtoq’e’ wi kikamik,String
"  Kani xkib’än kixan, kik’otoj richin lab’al",String
"  K’a ri’ ri kajawa’ ri Tuquche’ xkitz’ët chi ri kik’ulela’ lamyër k’o jeb’ël kulew, jeb’ël kitiko’n",String
"  Xek’oje’ ka’i’ chïk kajawa’ ri Tuquche’, je Tz’irin Iyu’,  Toxk’om No’j",String
"  Ri ajawa’ Kab’lajuj Tijax, Oxlajuj Tz’i’ man xkajo’ ta nkitäq apo konojel kajlab’ale' rije’",String
  Man ajilan ta chi Tuquche’,String
"  Xkipo’ ki’ ajlab’al, xe’ok kik’exel ri ajlab’al",String
  Ja ka ri’ xeqa el ch’aqa tinamït ri Tuquche’,String
"  Xkiya’ ki’ ri ajaw Tz’irin Iyu’, Toxk’om No’j, kuk’in konojel k’a rumam ajaw, ruk’ajol ajaw, konojel kajlab’al, kachija’",String
 Töq xkichäp lab’al kuk’in ri K’iche’ winäq chi ri’ Chi Awär e k’ïy xeya’är chi kamïk,String
"  Po töq xkichäp chïk lab’al kuk’in ri Oxlajuj Tz’i’, Kab’lajuj Tijax,  ri ajaw Sinajitoj xya’är chi kamïk",String
  Ja chïk tzayin ruk’u’x chi kij ri Kaqchikela’,String
"  Xutäq apo rachija’, rajlab’al",String
  K’iya_tinamït xuqasaj chuxe’ rukamik,String
 K’ïy kikamik ri K’iche’ winäq kuma,String
"  Xqatz’ët ronojel ri’, ïx nuk’ajol",String
  Xe’apon konojel ri wuqamaq’,String
"  K’ïy na wi pe teleche’ xe’ok, xepe chukojol ri nima’q lab’al ri’, ri xqab’ij kan, ri xqatz’ib’aj kan",String
"  Xyab’ïx, yeyawäj chi ch’a’k",String
  Qitzij nxib’in chi kamïk ri xpe pa kiwi’ ri winäq,String
  Nxib’in chi kamïk,String
  E oxi’ ralk’wal rija’ ri xekäm ruk’in,String
"  Jun ja  ri qatata’, rutata’ don Pedro Solís",String
  Ke re’ k’a xajawär wi B’eleje’ K’at,String
  Xqa ri tinamït Xe Poyom,String
  Po ri achija’ aj Pa Wakal xetzijon kuk’in ri ajawa’ Kaqchikela’,String
  Ma ja xetamäx kiwäch,String
"  “Kepe ri rajlab’al Ajpo Sotz’il, Ajpo Xajil!  Kekamisan K’iche’ winäq!” xcha’ rusamajel Tunatiw chi ke ri ajawa’ Kaqchikel",String
  Qitzij nixib’in töq xe’apon,String
  Xb’erub’ana’ lab’al,String
  Ronojel ri achija’ Kaqchikela’ xeb’e ruk’in Tunatiw kamisay kichin ri Yaki’,String
"  Xa xcha’,  “Tiya’ pe chwe ri pwäq!  Wob’ïx apo k’o chi tiya’ pe",String
  Xkinimaj rutzij,String
"  Xa ruma ri achin, ri k’axtok’, xtole’ kan ri tinamït chi ri q’ij wuqu’ Ajmaq, ïx nuk’ajol",String
"  Ja töq xtik’e’ ri lab’al, xe’el apo ri kastilan winäq",String
  Chi ri q’ij kaji’ Kamey xuporoj kan qatinamit,String
  Ronojel ri winaqi’ pa qajuyub’al xkixutuj ri toj,String
  Majun xkitöj,String
  Ja töq xtikïr chïk patanijïk,String
  Xk’ut kitzijol ri ajawa’ chuwäch Tunatiw,String
"  Xpatanïx chïk womuch’ achi’a’, womuch’ ixoqi’",String
  Ruyon rutzij Tunatiw xya’o rajawarem,String
"  Xb’etzaq kan jun ak’anima’q, jun k’wayol b’ey Kaqchikel, Xinikwil Jun Ajpu’ rub’i’",String
"  Ojer ri kastilan winäq xkiqüp ri b’ey, xekichäp winaqi’",String
  Xya’är k’a rixjayil Tunatiw,String
" Qitzij k’a e qatata’ fray Pedro, fray Juan",String
  Xb’ekib’ana’ kixukulem pa kib’eyal,String
  Xutanaba’  ch’aqa patan  chuqa’,String
" K’a ri’ xek’ulela’an chïk ki’ qatata’, qajyuq’ Xelajub’",String
"  Nïm samaj xub’än, säq rub’ey",String
"  Ronojel xub’än wawe’, po xelesäx el",String
  Xek’oje’ chi ri’ töq xb’an ri nimaq’ij ruma ri k’ak’a’ emperador,String
  Man xketamaj ta achike ri xeleq’an,String
  Xeb’e el oxi’ chi qajawa’ ruk’in ri ajaw Ramírez,String
  Ke re’ xk’oje’ ojob’ chkij,String
  Xik’o pe chuwi’ Chi Kuchum,String
  Xokesan chïk patan,String
"  Ke re’ chïk ri k’ajolaxel, ri samajela’ richin ri chinamït xek’oje’ kan",String
 Xa oxi’ q’ij chrij ri toq’onïk xb’an ri q’atoxïk tzij,String
 milagro re’,String
" Xa qitzij xutz’ët, xunik’oj ruchi’ kichenb’al, kulew, kitiko’n ri aj Pa Yan Ch’oköl, Pan Pati’, Pa Ko’on",String
 Ja ri padre ri xk’amon pe,String
  Xuq’alajisaj apo ri xtib’anatäj apo,String
  Qonojel röj ri ajawa’ Kaqchikela’ xojb’e Pan Q’än,String
"  Töq xtik ri k’ulb’at xek’oje’ aj kastilanchi’, kastilan kich’ab’äl chi rij Francisco de Quinea, alcalde mayor",String
"  Chi q’eqal, chi q’equm xojkicha’, po xkiq’alajisaj chi kiwäch konojel",String
" K’a ri’ xpe don Bernabé K’iche’, b’anol pregonar,  chi qatinamit Santa María Asunción Tzolola’",String
"  Xe’apon  chuqa’ kaji’ q’anawinaqi’ aj San Juan, aj Chi Kaqix",String
"  Xeb’e’ ruk’in jun padre, ajkastilan chi’",String
  Nkik’owisaj kitzij ri q’anawinaqi’ pa kastilanchi’,String
  Öj b’a ok chïk,String
"  Ja ri Juan de Morales, juez regidor, ri xoqa richin tub’ana’ ri ajilanïk",String
"  Ruma ri’ k’a xapon chïk ri ajaw, xuya’ apo ri título",String
  Kab’lajuj juna’ ro’ may chrij ri yujuj xel chi ri q’ij lajuj Aj,String
  Xretamaj ri padre fray Cristóbal de Olivera,String
  Man qitzij ta,String
  Po ri Ch’inta’i’ xkik’olej wi el,String
  Xk’is ruk’u’x,String
"  Xa wi qitzij ri ulew man richin ta ri k’ajolaxel, man richin ta Bartolomé Päk",String
"  Ja ri don Pedro Martínez, rajtzij winäq achin ri xajawär chuwi’ Tzolola’",String
  Man ütz ta ri jay,String
  Kani ri Alonso Rodríguez Pacheco xunük’ ronojel ri tz’ib’atäl wuj,String
"  Xecha’ ri ixoqi’, achi’a’: “Mani yojok pa k’as, mani tiqaya’ ri ruweqoj ri rochoch dios pa qajïk",String
  Kaji’ achi’a’ xkitz’aqatirisaj kitzij,String
"  Kitojon yan don Ambrosio, don Pedro Martínez kuk’in ri regidores ruloman kijuna’ töq xek’oje’ pa samaj",String
  Rutojb’al rumak ja lajuj tostones,String
  Ja ri pwäq xqak’äm el pa rochoch ri gobernador,String
" K’a ri’ xk’utüx ri ordenanzas chi kiwäch konojel ri winaqi’, chi kiwäch konojel ri ajawa’",String
  Xinsüj jun nima_wa’im,String
"  Töq xe jub’a’ xrajo’ richin ta tijon ta ronojel ruwäch, xtane’ rutijixik",String
  Xelesäx nuvara,String
"  Majun achike ta xub’ij, xe xik’o apo",String
  Chi ri’ ri fiscal licenciado Tomás Espinosa xuk’utuj justicia chi kij chuwäch ri Audiencia Real,String
  Xutz’ët chi majun nto’on richin,String
" “Tiq’alajin ri rub’anoj!” xcha’ ajaw licenciado Pedro Mallén de Rueda, visitador, presidente",String
  Xkos ruk’u’x ri ajaw gobernador,String
"  Taqel kisamaj konojel raxwinaqi’, ri winaqi’ raxnäq kiwäch, ri samajel achi’a’",String
 K’a ri’ xoyöx wixjayil,String
" Jun xinlöq’ ruk’in Martín, rumozo don Carlos, ri nk’oje’ chi capataz",String
  Ka’i’ hora xub’än nimaq’equm,String
" Töq xsach, qitzij xyaloj k’a tik’ïl chïk",String
  Xeb’e apo chwäch ri corregidor,String
  Xb’e ri ulew kichin winaqi’,String
  Man xuya’ ta misa chi re ri alcalde mayor,String
 K’a k’a’äl  ruma ri ch’a’oj,String
 K’a ri’ xkäm,String
 Lamyër xinb’än rupixa’ kite’,String
"  Rija’ rume’al ri q’etzam Alonso de Paz, Magdalena Xitayul",String
"  Kaji’ q’ij chrij ri majoxïk ri vara, xok ruk’exel",String
"  Xkib’ij chi Martín K’ulpatan xujäm kochoch ri ka’i’ nuji’, ka’i’ wana’, nute’",String
"  Xa chi ri’ xxuke’ ri ak’wal, ri tz’eteyon richin",String
  Xa wi ke re’ xub’än,String
  Lajuj rox k’al juna’ xukoch’ ri nab’ey campana;  kawinäq lajuj juna’ xyaloj,String
  Rija’ ruk’in ri corregidor xkak’axaj ri ch’a’oj,String
  Xa wi k’a xepe wawe’ ri Ajkejayi’,String
" Chi ri’ k’a xojaläx wi pe; xojk’ajoläx wi pe kuma qate’, qatata’,“ xecha’",String
  Xa ruyon q’inomal xkejqaj pe Pa Tulan,String
  Rije' qitzij xe'ejqan pe,String
"  Xtinya' el iq'aq'al, itepewal, ïx muj, ïx k'a q'alib'äl",String
"  K’a ri’ xepe chïk k’a ri’ oxlajuj chi ajlab’al: ri öj B’akaj Poq, öj B’akaj Xajil;  jun nab’eyaj,  jun k’a xxamb’eyaj chi qichin ri öj",String
"  Töq xepe el ri wuqamaq’, ri ajlab’al, k’a ri’ xojel wi pe pa Tulan",String
 Kixkäm!”  Xojcha’ chi re ri chiköp: “Mani tab’ij ke ri’,String
"” xecha’ ri Q’aq’awitz, Saktekaw",String
"  Xa yinejqan atem, ach’akat, at ajaw,” xcha’",String
  “Qatz’eta’ na achike rija’ k’a,String
 Xojcha’ k’a chi ke töq xojapon: “Waya waya ela opa,String
  Xqetamaj kich’ab’äl,String
  Qitzij loq’ chi ke,String
"  Chuqa’  xtaq chïk na wi pe ri K’o Xajil, K’o B’aqil, ri lol rujaleb’al",String
"  Xa k’a xuk’, saqkiy, xa b’anb’äl xajab’ kejqa’n",String
  Ke re’ k’a xkäm wi kan jun qamama’ ri’,String
"  E apowinäq chïk  k’a konojel ri ajlab’al, wuqamaq’ xe’ ri juyu’",String
  K’a ri’  xe’ik’o chïk pe chuwi’ juyu’ K’alala’ Pakay rub’i’,String
"  Töq xilitäj ri juyu’  xe rije’ e tz’uyül chi muj, chi tem chi ri’",String
"  Töq xe’apon, xecha’ k’a ri ajlab’al konojel chi re ri Q’aq’awitz: “Myër xixoqa pe, ïx qachaq’",String
  Xa chi ri’ kixk’oje’,String
  Tolk’om xub’ina’aj ri b’ix,String
"  K’a ri’ konojel ri ajlab’al, xetikïr ye’iko apo pa choy",String
"”  Xepe chïk,  xepaxin chïk ki’, xkijäch ki’",String
  Qitzij nxib’in töq xb’erukanoj rana’,String
  Xtikïr k’a rub’anik tz’aq kuma,String
"  Ke re’ k’a ri te’, ri nam, ri chinamït xkib’än",String
  Xkuqër wi qak’u’x ruma,String
"  Tik’isa’ kan re wayjal, re xajaninïk re’!,” xecha’",String
"  Ke re’ xnimär  chuqa’ ruwäch saqamaq’, xq’ajär ruq’ij,  xnimär ruwa ruq’ij",String
  Xkich’öy ri che’,String
  K’a ri’ xkicha’ jun che’ richin nkib’än ruk’ojlib’al,String
  Man xketamaj ta achike rije’ ri ka’i’ alab’oni’,String
"  Xerujotob’a’, xeruya’ kisamaj ruk’in",String
"   Chi aq’a’ xejulujüt, xereperöt,  e tzijïl  achi’el ri q’aq’",String
"  Töq nab’ey xe’apon ri alab’oni’, xecha’ ri k’wayol Ajtzik’inajay: “Keqaji’aj rusamajela’ Tepew!  Ke’ok qaji’ ri Ka’i’ No’j, Ka’i’ B’atz’!  Qitzij nxib’in kinawal",String
  Xtiqatäq el ri qame’al iwichin,String
"  Töq xe’apon apo kichin ri kanunela’, ri kanuy xecha’ chi ke:  “Öj kanuy iwichin, ïx qakanun, ïx qajpop",String
"  Xtz’aqät k’a kajawarem chi kiwäch kik’ajol Ka’i’ No’j, Ka’i’ B’atz’",String
" Eqal xb’iyin ajawarem chi kiwäch je qatata’, je qamama’",String
  Ri ruk’ajol jun chi ke ri achi’a’ xejitz’äx xok ri k’ak’a’ Ajpop Ajuchan,String
  Xe’apon pa Och’al K’ab’owil Siwan,String
"  K’a ri’ ri ral, ruk’ajol, ri ralk’wal, ruwinäq Ich’alkan xe’apon Xe Pa Qäy, chuwi’ Te’ Xe’ Inup",String
" E nuk’un pe ruwinäq, rajlab’al",String
  Manäq kuchuq’a’,String
"  Chi ri’ xe’ajin yechajin wi el lab’al,  chi ri’ xkib’än lab’al, ch’ayoj",String
"  Kan ke re’,  xkiqasaj kan k’ïy taq amaq’i’, k’ïy taq tinamït",String
  Ri ajaw K’iqab’ xuxutuj ri’,String
  K’a ri’ pa kib’i’ ri k’ajolaxela’  xkitijb’ej ki’ richin ri ajaw,String
  Ri ajaw K’iqab’  man xuya’ ta rutzij richin ri kamisanïk ri’,String
"  Ke re’ k’a xk’am wi el ri rajawarem, ruq’aq’al ri ajaw K’iqab’ kuma achija’, ruma jumaj, jun tzob’aj chi amaq’",String
  Man xkiya’ ta ruwa ruq’ij ri ajaw K’iqab’,String
"  Xa k’a xrajo’ xumäj ruway ixöq, ja re  Jun achin, kisamajel ri ajawa’ K’iche’, xrajo’ nreleq’aj ruway ri ixöq, Nimapam Xkakaw",String
"  Ke re’ chïk k’a achi’el xb’an chi wichin, ke re’ xtikib’än apo chi iwichin, ïx nuk’ajol, ïx nuchaq’, nunimal",String
  Rije’ ri kajawal röj Kaqchikel winäq,String
"  Qitzij jeb’ël ütz ïx petenäq, ïx okinäq wawe’  Iximche’",String
  Kani kach’ob’ ajlab’al xekitäq el qamama’,String
"  Xemeje’, xexuke’ chi kiwäch",String
"  Ri rox, ri rukaj k’ajola’ xetzaq pa lab’al",String
  Ri awän xya’är ruma ri tew,String
  Xe’el pe k’a chi amaq’,String
"  Töq e elenäq pe konojel ri kajlab’al ri K’iche’ winäq, ri kamisanela’ richin winäq,  Xtokeb’ëx ri tinamït",String
"  Ri aj Q’ele’aj, aj Pa Saqi’ulew, aj Q’inoma’  xkitz’apij el ri b’ey",String
"  Qitzij xe’apon chuchi’ ri ya’, Selajay Ya’ rub’i’",String
  Xkitäq apo jun kisamajel chi re ri Ich’al Amolak,String
  K’a ri’ xutz’ët ri tinamït chi Iximche’,String
"  Xa apowinäq, k’ate xkäm ri ajaw kuk’in konojel rajlab’al",String
  Xek’ase’ chi ri’,String
  Q’aq’al chïk xrajo’ ri ajaw B’eleje’ Q’ij,String
  Xk’at kawex ri Aqajal winäq kuma ri Tuquche’,String
  Nïm ruwa ruq’ij ri ajaw Ka’i’ Junajpu’,String
"  Xa juch’ob’ achija’ kichaq’oben kitzij ajawa’ Ajpop Sotz’il, Ajpop Xajil",String
"  Man xa juchu’y, kachu’y e elenäq pe",String
  Xya’öx chi ke kaji’ ral kich’a’,String
  Xyaloj tzaloj,String
  Kiwinäq xkiköl kan ki’ juk’an chïk,String
"  Xtzaq jun kajaw Yaxon Tz’ul rub’i’, chi ri q’ij b’eleje’ Kawoq xkäm rija’",String
  K’ïy taq achija’ xekäm ruk’in pa tinamït,String
  Chi ri q’ij wuqu’ Kamey xqa rutinamit ri aj Mixku’,String
"  Je chïk k’a ri ruk’ajol, je ri achi’a’ xeruk’ajolaj re ajaw re’:  ",String
  K’ïy ajlab’al K’iche’  xekikamisaj ri imama’,String
"  Jun Iq’, Lajuj No’j xkib’än re nimaq’ij re’, xekik’ül konojel ri ula’i’",String
"  Manjun aq’omanel, manjun aq’om richin",String
  Xekamisan imama’,String
  Jun chïk ja ri Tojin,String
"  Xok achi’el q’alel k’amajay, xch’a’o, xch’ab’ëx rajawarem",String
  Kani ri ajawa’ ri xkiköl ki’ chi Iximche’ xetzolij qa chi kochoch,String
"  Ri ajlab’al Kaqchikela’  xeb’och’ïx, xeyak kuma ri aj Pa Wakal",String
"  Ma ja xqetamaj kib’eyal, kina’oj",String
  Kani k’a xtaqëx rutzij Tunatiw,String
  Man etaman wi kiwäch,String
  K’a ri’ xekäm Tz’utujile’ kuma ri kastilan winäq,String
 Nimakamisanïk xkib’än kan,String
"  Wi man xtiya’ ta pe chi ri’, xtiwetamaj k’a nuk’u’x, xtiwetamaj achike xtinb’än apo chiwe,”  xe’uche’ëx ajawa’",String
"  Qitzij k’a töq xnik’ajär kan ruya’ik pwäq, xojpax, xqajäch qi’",String
  Xe’el k’a pa tinamït,String
"  Pa ri ruwaqwinäq q’ij chupam ruka’n juna’, ri lab’al kuk’in ri kastilan winäq xb’an wi töq xtzolin Tunatiw pa qatinamït",String
  Xekik’ulela’aj ri kaxlani’,String
  Xe lab’al xb’an,String
  Juley chi poqon xqak’äm chïk,String
"  Ja k’a chi ri q’ij wuqu’ Ajmaq xeb’oqotäj el, xe’oqotäj pe ri ajawa’",String
  Xetaq Pan Choy ruma ri Tunatiw,String
  Manäq popon tzij,String
  Xkäm chi ri’ Tzutzumpan,String
  Xkik’waj pa kalab’il,String
"  Qitzij ja rije’ ri nab’ey xeb’i’in ruch’ab’äl, rutzij dios chi qe",String
  Xub’ij kan chi k’o chi tojon ri samaj ri winäq,String
"  Ri ajyuq’ dominicanos, ri ajyuq’  franciscanos xech’a’o  ki’",String
" Xa xik’o ri ruq’ij ri pascua de navidad, xel wawe’",String
  Man na’al ta achike ri okinäq chi re ri ruwi’ patan,String
"  Je ri don Juan Juárez, Francisco Pérez, Martín Rajob’achi’ Oxlaj",String
  Xpe ya’ pa kitza’m,String
  Xik’orutz’eta’ chi pe ruchi’ juyu’ chuwi’ Sub’a’,String
  Xtikïr chïk jun b’ey rutojik ri patan chi ke ri aj España,String
  Man xyaloj ta,String
"  K’a ri’ xsokotäj ri padre kuma  Santiago, ri secretario, kuk’in achija’,  chuqa’ ri capitán español",String
  Jueves xoqa qa wawe’ Santa María Asunción Tzolola’ jun q’ij xuxe’ runimaq’ij San Lucas,String
"  Ruma ke re’ xb’an, man kuqül ta ruk’u’x ri don Ambrosio, rumam don Jorge",String
"  Kaji’, wo’o’ semana xuxe’ ri rukaqarisaxik ri ik’ xch’on pe ri achin",String
"  Xojb’e don Pedro Martínez, gobernador, Pedro Ramírez, don Francisco Pérez, Diego Hernández Xajil, don Ambrosio de Castellano",String
